synset_id,"synset_word",anto_quality_id,"anto_quality_word"
7187,"भ्रमित",22365,"अभ्रमित"
7187,"भ्रांत",22365,"अभ्रांत"
7187,"भ्रान्त",22365,"अभ्रान्त"
6995,"विषधर",6675,"विषहीन"
6675,"विषहीन",6995,"विषधर"
6675,"विषहीन",5047,"विषाक्त"
5047,"विषाक्त",6675,"विषहीन"
13687,"निस्संकोची",13680,"संकोची"
13680,"संकोची",13687,"निस्संकोची"
13631,"मरियल",1831,"चंगा"
13631,"मरियल",1831,"तंदुरुस्त"
13630,"क्षारीय",13828,"अम्लीय"
13828,"अम्लीय",13630,"क्षारीय"
12897,"विनम्र",2853,"अविनम्र"
12897,"विनयी",2853,"अविनयी"
12897,"विनीत",2853,"अविनीत"
12897,"नम्र",2853,"अनम्र"
12897,"विनयशील",2853,"अविनयशील"
13833,"भूमिज",28022,"अभूमिज"
13833,"क्षितिज",28022,"अक्षितिज"
13833,"भौम",28022,"अभौम"
13833,"पृथ्वीज",28022,"अपृथ्वीज"
13535,"जूठा",15040,"अजूठा"
180,"उच्छिष्ट",15040,"अनुच्छिष्ट"
180,"जूठा",15040,"अजूठा"
13855,"दुर्ग्राह्य",13482,"सुग्राह्य"
13855,"दुर्ग्राही",13482,"सुग्राही"
13856,"दुर्ग्राह्य",13482,"सुग्राह्य"
13856,"दुर्ग्राही",13482,"सुग्राही"
13180,"सुचालक",13181,"कुचालक"
13181,"कुचालक",13180,"सुचालक"
13352,"द्रोही",15315,"अद्रोही"
9069,"दंडित",15262,"अदंडित"
13282,"प्रभावशाली",20602,"प्रभावहीन"
9106,"आकर्षक",24661,"अनाकर्षक"
13270,"स्वर्गीय",21446,"नारकीय"
13270,"स्वर्गिक",21446,"नारकिक"
13270,"स्वर्गी",21446,"नरकीय"
4788,"कुलिखित",8395,"सुलिखित"
9166,"शारीरिक",3420,"अशारीरिक"
9278,"निमंत्रित",16003,"अनिमंत्रित"
9278,"आमंत्रित",16003,"अनामंत्रित"
4829,"सक्रिय",14658,"अक्रिय"
4829,"क्रियाशील",14658,"क्रियारहित"
4634,"बुरा",32,"अच्छा"
4634,"घटिया",32,"बढ़िया"
3662,"असामान्य",3468,"सामान्य"
3662,"ख़ास",3468,"आम"
7449,"चिह्नित",31128,"अचिह्नित"
7449,"चिन्हित",31128,"अचिन्हित"
7449,"लक्षित",31128,"अलक्षित"
12495,"प्रकाश्य",22257,"अप्रकाश्य"
12495,"प्रकाशनीय",22257,"अप्रकाशनीय"
12065,"गतिहीन",1177,"गतिशील"
10914,"उक्त",15985,"अनुक्त"
10914,"कथित",15985,"अकथित"
10914,"भाषित",15985,"अभाषित"
10914,"कहा",15985,"अनकहा"
12496,"संक्रामक",27224,"असंक्रामक"
12496,"संचारी",27224,"असंचारी"
12496,"संसर्गजन्य",27224,"असंसर्गजन्य"
10124,"श्रद्धेय",32050,"अश्रद्धेय"
11223,"निष्फल",3208,"सफल"
11223,"असफल",3208,"सफल"
11223,"विफल",3208,"सफल"
11241,"कठिन",1478,"आसान"
11241,"कठिन",1478,"सरल"
11241,"विकट",1478,"अविकट"
11374,"समक्ष",2112,"असमक्ष"
10799,"पारगम्य",2353,"अपारगम्य"
13939,"घोष",13940,"अघोष"
13939,"सघोष",13940,"अघोष"
13940,"अघोष",13939,"घोष"
13940,"अघोष",13939,"सघोष"
6564,"सच्चरित्र",4625,"दुश्चरित्र"
6564,"चरित्रवान",4625,"चरित्रहीन"
6564,"नेकचलन",4625,"बदचलन"
6564,"शिष्टाचारी",4625,"भ्रष्टाचारी"
6564,"सदाचारी",4625,"दुराचारी"
12118,"सत्य",788,"असत्य"
12118,"सच",788,"झूठ"
6746,"अप्रत्यक्ष",11374,"प्रत्यक्ष"
6746,"परोक्ष",11374,"अपरोक्ष"
7470,"भौतिक",3168,"अभौतिक"
7582,"मांसाहारी",8054,"शाकाहारी"
5645,"असदृश",3079,"सदृश"
5645,"असमान",3079,"समान"
14013,"परिपक्व",20509,"अपरिपक्व"
14013,"प्रौढ़",20509,"अप्रौढ़"
14343,"अकंपित",8607,"कंपित"
14343,"अकंपायमान",8607,"कंपायमान"
14259,"अकरणीय",24978,"करणीय"
14979,"अपतित",1363,"पतित"
14979,"अच्युत",1728,"च्युत"
1728,"च्युत",14979,"अच्युत"
15018,"निर्जल",15019,"सजल"
15018,"अजल",15019,"सजल"
15019,"सजल",15018,"निर्जल"
15019,"सजल",15018,"अजल"
15020,"अयशी",4382,"यशी"
15020,"अजसी",4382,"जसी"
15021,"अयाचक",3056,"याचक"
15021,"अजाचक",3056,"जाचक"
15040,"अजूठा",180,"जूठा"
15040,"अजूठा",13535,"जूठा"
15040,"अनुच्छिष्ट",180,"उच्छिष्ट"
15184,"अव्यक्त",4041,"अभिव्यक्त"
15184,"अप्रकट",4041,"प्रकट"
15184,"अप्रगट",4041,"प्रगट"
15184,"अव्यक्त",4041,"व्यक्त"
15188,"स्पष्ट",2521,"अस्पष्ट"
15283,"अदानी",3341,"दानी"
15283,"अदाता",3341,"दाता"
15296,"दाहक",15293,"अदाहक"
15293,"अदाहक",15296,"दाहक"
15299,"अदीक्षित",15300,"दीक्षित"
15300,"दीक्षित",15299,"अदीक्षित"
15315,"अद्रोही",13352,"द्रोही"
15477,"पदस्थ",1229,"अपदस्थ"
15503,"स्थायी",4564,"अस्थायी"
15504,"अस्थायी",15505,"स्थायी"
15505,"स्थायी",15504,"अस्थायी"
15864,"विहित",31880,"अविहित"
15937,"अनंतिम",2079,"अंतिम"
15937,"अनन्तिम",2079,"अन्तिम"
15985,"अनकहा",10914,"कहा"
15985,"अकथित",10914,"कथित"
15985,"अनुक्त",10914,"उक्त"
15985,"अभाषित",10914,"भाषित"
16003,"अनिमंत्रित",9278,"निमंत्रित"
16003,"अनामंत्रित",9278,"आमंत्रित"
16010,"अनछीला",16011,"छीला"
16011,"छीला",16010,"अनछीला"
16012,"अनछुआ",16013,"छुआ"
16012,"अस्पर्शित",16013,"स्पर्शित"
16013,"छुआ",16012,"अनछुआ"
16013,"स्पर्शित",16012,"अस्पर्शित"
16223,"अनतुला",16225,"तुला"
16223,"अनतौला",16225,"तौला"
16223,"अनतोला",16225,"तोला"
16223,"अनजोखा",16225,"जोखा"
16225,"तुला",16223,"अनतुला"
16225,"जोखा",16223,"अनतौला"
16225,"तौला",16223,"अनतोला"
16225,"तोला",16223,"अनजोखा"
16227,"अनतिक्रमणीय",16228,"अतिक्रमणीय"
16228,"अतिक्रमणीय",16227,"अनतिक्रमणीय"
16235,"अनधिकारी",2745,"अधिकारी"
16276,"अनपकारी",325,"अपकारी"
16294,"अनभिमत",16298,"अभिमत"
16298,"अभिमत",16294,"अनभिमत"
16371,"अपूज्य",209,"पूज्य"
16372,"अनर्जित",16373,"अर्जित"
16373,"अर्जित",16372,"अनर्जित"
4054,"अकल्याण कामी",8442,"कल्याण कामी"
4054,"अशुभचिंतक",8442,"शुभचिंतक"
4054,"अशुभेच्छुक",8442,"शुभेच्छुक"
16501,"अछिद्रान्वेषक",3572,"छिद्रान्वेषक"
16501,"अछिद्रान्वेषी",3572,"छिद्रान्वेषी"
16504,"अनस्त",2682,"अस्त"
16524,"आक्रांत",16523,"अनाक्रांत"
16524,"आक्रान्त",16523,"अनाक्रान्त"
16523,"अनाक्रांत",16524,"आक्रांत"
16523,"अनाक्रान्त",16524,"आक्रान्त"
16609,"अनादरणीय",3543,"आदरणीय"
16609,"निरादरणीय",3543,"आदरणीय"
16609,"असम्माननीय",3543,"सम्माननीय"
16609,"अमाननीय",3543,"माननीय"
16614,"अनादृत",3861,"आदृत"
16614,"अनादरित",3861,"सम्मानित"
16653,"अनार्तवा",11019,"रजस्वला"
16786,"अजितेंद्रिय",5610,"जितेंद्रिय"
16786,"अजितेन्द्रिय",5610,"जितेन्द्रिय"
16787,"अनियमित",5776,"नियमित"
16787,"नियमरहित",5776,"नियमबद्ध"
16788,"अनियुक्त",2747,"नियुक्त"
16792,"अवर्णित",7953,"वर्णित"
16792,"अचित्रित",7953,"चित्रित"
16920,"अनीच",2698,"नीच"
16921,"अनीतिज्ञ",5115,"नीतिज्ञ"
17906,"अनृणी",3217,"ऋणी"
18359,"अपठनीय",18360,"पठनीय"
18359,"अपाठ्य",18360,"पाठ्य"
18359,"अपठ्य",18360,"पठ्य"
18360,"पठनीय",18359,"अपठनीय"
18360,"पाठ्य",18359,"अपाठ्य"
18360,"पठ्य",18359,"अपठ्य"
18361,"अपण्य",4603,"पण्य"
18380,"विधवा",18390,"सधवा"
18380,"दुहागिन",18390,"सुहागिन"
18380,"पतिहीन",18390,"पतिवंती"
18557,"विजयी",3196,"पराजित"
18557,"विजेता",3196,"परास्त"
19489,"योनिज",30584,"अयोनिज"
8442,"शुभचिंतक",4054,"अशुभचिंतक"
8442,"कल्याण कामी",4054,"अकल्याण कामी"
8442,"शुभेच्छुक",4054,"अशुभेच्छुक"
19749,"निर्व्यसनी",5251,"व्यसनी"
19749,"निर्व्यसनी",5251,"कुव्यसनी"
19749,"अव्यसनी",5251,"व्यसनी"
20225,"याचित",30578,"अयाचित"
20225,"अभियाचित",30578,"अयाचित"
20509,"अपरिपक्व",14013,"परिपक्व"
20509,"अप्रौढ़",14013,"प्रौढ़"
20602,"प्रभावहीन",13282,"प्रभावशाली"
20602,"प्रभावशून्य",13282,"प्रभावशाली"
20603,"प्रभावहीन",11766,"प्रभावशाली"
21016,"द्वैतवादी",21042,"अद्वैतवादी"
21016,"द्वैती",21042,"अद्वैती"
21023,"भौतिक",28019,"अभौतिक"
21023,"पार्थिव",28019,"अपार्थिव"
21042,"अद्वैतवादी",21016,"द्वैतवादी"
21042,"अद्वैती",21016,"द्वैती"
21446,"नारकीय",13270,"स्वर्गीय"
21446,"नारकिक",13270,"स्वर्गिक"
21446,"नरकीय",13270,"स्वर्गी"
21668,"भावहीन",2150,"भावपूर्ण"
21668,"अमार्मिक",2150,"मार्मिक"
21668,"अभावनात्मक",2150,"भावनात्मक"
21668,"भावनाहीन",2150,"भावनापूर्ण"
21668,"अभावात्मक",2150,"भावात्मक"
21938,"विद्ध",2839,"अविद्ध"
21938,"बिद्ध",2839,"अबिद्ध"
22155,"भक्त",2326,"अभक्त"
22234,"अपेय",22235,"पेय"
22235,"पेय",22234,"अपेय"
22257,"अप्रकाश्य",12495,"प्रकाश्य"
22257,"अप्रकाशनीय",12495,"प्रकाशनीय"
22269,"अजन्मगत",8851,"जन्मगत"
22269,"अजन्मजात",8851,"जन्मजात"
22281,"अप्रतिकारी",22282,"प्रतिकारी"
22309,"अप्रतिभ",4928,"प्रतिभाशाली"
22309,"प्रतिभाहीन",4928,"प्रतिभावान"
22313,"अप्रतियोगी",10281,"प्रतियोगी"
22323,"अविकृत",4626,"विकृत"
22360,"अप्रमत्त",7337,"प्रमत्त"
22363,"अप्रमाणिक",797,"प्रामाणिक"
22365,"अभ्रमित",7187,"भ्रमित"
22365,"अभ्रांत",7187,"भ्रांत"
22365,"अभ्रान्त",7187,"भ्रान्त"
22430,"अप्रमाणित",6983,"प्रमाणित"
22430,"असिद्ध",6983,"सिद्ध"
6983,"सिद्ध",22430,"असिद्ध"
6983,"प्रमाणित",22430,"अप्रमाणित"
22464,"अप्रशंसनीय",2456,"प्रशंसनीय"
23054,"अबोध्य",2305,"बोध्य"
23054,"अनबोध्य",2305,"बोधगम्य"
23550,"देशभक्त",4834,"देशद्रोही"
23550,"राष्ट्रभक्त",4834,"राष्ट्रद्रोही"
24365,"कुलबोरन",24366,"कुलतारन"
24366,"कुलतारण",24365,"कुलबोरन"
24366,"कुलतारन",24365,"कुलबोरन"
24661,"अनाकर्षक",9106,"आकर्षक"
24978,"करणीय",14259,"अकरणीय"
25578,"निराशावादी",25581,"आशावादी"
25581,"आशावादी",25578,"निराशावादी"
26304,"अभिसारी",26306,"अभिसारिणी"
26306,"अभिसारिणी",26304,"अभिसारी"
26602,"बड़ा",26601,"छोटा"
26601,"छोटा",26602,"बड़ा"
26719,"छोटा",26720,"बड़ा"
26720,"बड़ा",26719,"छोटा"
26904,"शीत",26905,"उष्ण"
26904,"ठंडा",26905,"गरम"
26904,"ठंडा",26905,"गर्म"
26905,"उष्ण",26904,"शीत"
26905,"गरम",26904,"ठंडा"
26905,"गर्म",26904,"ठंडा"
27224,"असंक्रामक",12496,"संक्रामक"
27224,"असंचारी",12496,"संचारी"
27224,"असंसर्गजन्य",12496,"संसर्गजन्य"
27962,"अभोक्ता",27963,"उपभोक्ता"
27962,"अभोक्ता",27963,"भोक्ता"
27963,"उपभोक्ता",27962,"अभोक्ता"
27963,"भोक्ता",27962,"अभोक्ता"
27964,"अभोगी",27965,"भोगी"
27965,"भोगी",27964,"अभोगी"
28017,"अभोग्य",28071,"भोग्य"
28019,"अभौतिक",21023,"भौतिक"
28019,"अपार्थिव",21023,"पार्थिव"
28020,"भौम",28021,"अभौम"
28021,"अभौम",28020,"भौम"
28022,"अभूमिज",13833,"भूमिज"
28022,"अक्षितिज",13833,"क्षितिज"
28022,"अभौम",13833,"भौम"
28022,"अपृथ्वीज",13833,"पृथ्वीज"
28071,"भोग्य",28017,"अभोग्य"
28668,"पारगम्य",28669,"अपारगम्य"
28669,"अपारगम्य",28668,"पारगम्य"
29042,"मधुपर्क्य",29044,"अमधुपर्क्य"
29044,"अमधुपर्क्य",29042,"मधुपर्क्य"
29135,"अक्षमाशील",4571,"क्षमाशील"
29135,"अक्षमावान",4571,"क्षमावान"
29137,"असहिष्णु",3807,"सहिष्णु"
29137,"असहनशील",3807,"सहनशील"
29234,"अमाननीय",29236,"माननीय"
29234,"अमान्य",29236,"मान्य"
29236,"माननीय",29234,"अमाननीय"
29236,"मान्य",29234,"अमान्य"
30560,"अप्रयत्नशील",1108,"प्रयत्नशील"
30560,"अप्रयासशील",1108,"प्रयासशील"
30560,"अप्रयासी",1108,"प्रयासी"
30560,"अप्रयत्नी",1108,"प्रयत्नी"
30560,"अप्रयत्नवान",1108,"प्रयत्नवान"
30560,"अउद्यमी",1108,"उद्यमी"
30560,"अउद्यमशील",1108,"उद्यमशील"
30560,"अउद्योगी",1108,"उद्योगी"
30578,"अयाचित",20225,"याचित"
30584,"अयोनिज",19489,"योनिज"
31127,"कुलक्षण",1838,"सुलक्षण"
31127,"कुलक्षन",1838,"सुलक्षन"
31127,"कुलक्ष",1838,"सुलक्ष"
31127,"कुलच्छन",1838,"सुलच्छन"
31128,"अचिह्नित",7449,"चिह्नित"
31128,"अचिन्हित",7449,"चिन्हित"
31128,"अलक्षित",7449,"लक्षित"
31880,"अविहित",15864,"विहित"
31901,"अवैदिक",8024,"वैदिक"
32050,"अश्रद्धेय",10124,"श्रद्धेय"
33285,"कोष्ठ-ग्राहक",10047,"विरेचक"
33285,"कोष्ठ-ग्राहक",10047,"रेचक"
33285,"काबिज",10047,"दस्तावर"
33285,"क़ाबिज़",10047,"दस्तावर"
33285,"मलावरोधक",10047,"विरेचक"
33285,"मलावरोधक",10047,"रेचक"
34766,"कार्बनिक",34767,"अकार्बनिक"
34767,"अकार्बनिक",34766,"कार्बनिक"
